,artist,danceability,date,energy,featuring,genre,key,mode,rank,spotifyID,tempo,timesignature,track,valence
0,The Beatles With Billy Preston,2.0,1969-05-24,2.0,none,NA,2.0,2.0,1,NA,2.0,2.0,Get Back,2.0
1,The 5th Dimension,0.293,1969-05-24,0.74,none,adult standards,7.0,1.0,2,0HZlND4giwzgolBpaNIRGV,118.23,4.0,Aquarius/Let The Sunshine In,0.516
2,Mercy,0.283,1969-05-24,0.254,none,NA,4.0,0.0,3,5RlTopKNMnGMgFrvREcKgL,172.228,4.0,Love (Can Make You Happy),0.309
3,The Cowsills,0.543,1969-05-24,0.561,none,brill building pop,0.0,0.0,4,1FjHbC6PIXyQlxlCIFGMsM,115.219,4.0,Hair,0.556
4,The Edwin Hawkins' Singers ,0.321,1969-05-24,0.462,Dorothy Combs Morrison,NA,8.0,1.0,5,34yIb7hw5SuR80au1BHTtt,116.782,4.0,Oh Happy Day,0.457
5,The Isley Brothers,0.378,1969-05-24,0.682,none,classic soul,10.0,1.0,6,2oezpnnea1VXHpJEbqnBhw,185.273,4.0,It's Your Thing,0.89
6,Donovan,0.326,1969-05-24,0.313,none,art rock,0.0,1.0,7,0kcEK7YuNNfE7jiTnXS1cm,76.785,4.0,Atlantis,0.344
7,Simon,0.439,1969-05-24,0.488,Garfunkel,folk,11.0,1.0,8,76TZCvJ8GitQ2FA1q5dKu0,93.017,4.0,The Boxer,0.629
8,Ray Stevens,0.435,1969-05-24,0.804,none,bubblegum pop,0.0,1.0,9,14y9mHNT905VoEw63b5GSn,93.83,3.0,Gitarzan,0.727
9,The Guess Who,0.545,1969-05-24,0.35,none,album rock,7.0,1.0,10,3eNSdI9oriVPpuqkpO4h31,96.239,4.0,These Eyes,0.736
10,The Ventures,0.518,1969-05-24,0.782,none,lounge,9.0,1.0,11,3UUwbJd2j4RORlalTUhaDk,163.642,4.0,Hawaii Five-O,0.861
11,The Friends Of Distinction,0.595,1969-05-24,0.857,none,classic soul,1.0,0.0,12,755QPhAgO1YSmbs8a9M9b9,127.629,4.0,Grazing In The Grass,0.74
12,Joe Simon,0.69,1969-05-24,0.506,none,classic soul,8.0,1.0,13,3ouh6oB7IGqP2HVFCVFpLj,98.781,4.0,The Chokin' Kind,0.848
13,Mary Hopkin,0.362,1969-05-24,0.325,none,bubblegum pop,6.0,0.0,14,6NmdCdQGOBVxVLIIJdPw3z,177.163,4.0,Goodbye,0.605
14,Booker T.,0.778,1969-05-24,0.524,The MG's,classic rock,9.0,0.0,15,2Bfk3vFoMmbAUqpJbA3N06,134.561,4.0,Time Is Tight,0.96
15,Marvin Gaye,0.75,1969-05-24,0.389,none,classic soul,6.0,1.0,16,6IppRUJEkE6g1x0uJiEaJp,117.736,4.0,Too Busy Thinking About My Baby,0.85
16,Elvis Presley,0.404,1969-05-24,0.266,none,christmas,10.0,1.0,17,7KWoeBqSdZHEloYKVxssfG,88.916,4.0,In The Ghetto,0.491
17,Henry Mancini And His Orchestra,2.0,1969-05-24,2.0,none,NA,2.0,2.0,18,NA,2.0,2.0,Love Theme From Romeo & Juliet,2.0
18,The Who,0.537,1969-05-24,0.716,none,album rock,2.0,1.0,19,60C8zGPTdAAmDshHnMuyfc,122.873,4.0,Pinball Wizard,0.452
19,Creedence Clearwater Revival,0.641,1969-05-24,0.774,none,album rock,2.0,1.0,20,66FSV5dLK5sNLZ00IfHxfD,89.787,4.0,Bad Moon Rising,0.942
20,Spiral Starecase,0.681,1969-05-24,0.527,none,NA,7.0,1.0,21,1tpqEIXSdWdT3Z9G1VjyIZ,141.782,4.0,More Today Than Yesterday,0.842
21,"Blood, Sweat",0.411,1969-05-24,0.376,Tears,album rock,3.0,0.0,22,1VL7DLieQaRCjAEj0Kdzju,96.094,4.0,You've Made Me So Very Happy,0.513
22,Andy Williams,0.27,1969-05-24,0.377,none,adult standards,7.0,1.0,23,5t5tSxiQKcxzZGvDm3F14x,115.281,4.0,Happy Heart,0.491
23,The Meters,0.53,1969-05-24,0.811,none,afrobeat,0.0,1.0,24,7b8s4Z0abQQ4x4jpct4GjR,176.142,4.0,Cissy Strut,0.708
24,Sly,0.807,1969-05-24,0.497,The Family Stone,brill building pop,7.0,1.0,25,4ZVZBc5xvMyV3WzWktn8i7,114.523,4.0,Stand!,0.765
25,Crazy Elephant,0.846,1969-05-24,0.346,none,bubblegum pop,2.0,1.0,26,20uuYKrBuh81J8T9fkm2sC,137.642,4.0,Gimme Gimme Good Lovin',0.746
26,Tommy James And The Shondells,0.518,1969-05-24,0.549,none,bubblegum pop,0.0,1.0,27,1iesv8xiE4cgtssvBUBM4K,106.51,4.0,Sweet Cherry Wine,0.776
27,Aretha Franklin,0.649,1969-05-24,0.285,none,christmas,5.0,1.0,28,0MsJNBcfNoIcf868I2MOHo,97.134,4.0,I Can't See Myself Leaving You,0.583
28,"Peter, Paul",0.391,1969-05-24,0.392,Mary,american folk revival,9.0,1.0,29,71a9vOAsTH6ze4bonGsZdK,116.494,4.0,Day Is Done,0.682
29,The Neon Philharmonic,0.451,1969-05-24,0.442,none,NA,2.0,1.0,30,1EnkH8PmTfh9h0vDmORTVx,122.547,4.0,Morning Girl,0.515
30,Diana Ross,0.68,1969-05-24,0.458,The Supremes,brill building pop,10.0,1.0,31,0e27D3hGktUV6VEz3rkPqL,114.451,4.0,The Composer,0.654
31,Tommy Roe,0.661,1969-05-24,0.55,none,adult standards,11.0,1.0,32,4vCK0UvM0SyTqUjsXTkKEi,104.239,4.0,Heather Honey,0.87
32,Glen Campbell,0.268,1969-05-24,0.508,none,adult standards,4.0,1.0,33,7ajiEBodFIeV5Ua9qVONnB,78.919,4.0,Where's The Playground Susie,0.396
33,The Flirtations,0.618,1969-05-24,0.734,none,northern soul,1.0,1.0,34,2s4OkNKJTET5AQ0XmCVixR,134.049,4.0,Nothing But A Heartache,0.667
34,The Beatles With Billy Preston,2.0,1969-05-24,2.0,none,NA,2.0,2.0,35,NA,2.0,2.0,Don't Let Me Down,2.0
35,The Grass Roots,0.647,1969-05-24,0.621,none,album rock,10.0,1.0,36,7BjK8kpag8H0qhIuCs3eb4,117.031,4.0,The River Is Wide,0.691
36,The Watts 103rd Street Rhythm Band,0.758,1969-05-24,0.509,none,classic soul,9.0,1.0,37,5Rzxqve16s61lHAkSMFN8Y,127.212,4.0,Do Your Thing,0.58
37,James Brown,2.0,1969-05-24,2.0,none,NA,2.0,2.0,38,NA,2.0,2.0,"I Don't Want Nobody To Give Me Nothing (Open Up The Door, I'll Get It Mysel",2.0
38,Jerry Butler,0.428,1969-05-24,0.444,none,brill building pop,7.0,1.0,39,4rVqbRfKB3tY1Z8nu2i0ny,121.926,4.0,Only The Strong Survive,0.884
39,Dusty Springfield,0.281,1969-05-24,0.276,none,adult standards,0.0,0.0,40,6MUHAvKGAmKXojn8wdFB71,154.097,4.0,The Windmills Of Your Mind,0.238
40,Three Dog Night,0.575,1969-05-24,0.412,none,album rock,0.0,0.0,41,4ME2YQNThxEW63fxojzHvN,123.172,4.0,One,0.396
41,Perry Como,0.515,1969-05-24,0.721,none,adult standards,7.0,1.0,42,2QE7qseQn51okNLz0lSfMW,155.462,4.0,Seattle,0.811
42,The Temptations,0.54,1969-05-24,0.743,none,brill building pop,2.0,0.0,43,1megsUXcXPoCWKxIjyc3y0,118.216,4.0,Don't Let The Joneses Get You Down,0.676
43,"Sonny Charles And The Checkmates, Ltd.",0.382,1969-05-24,0.77,none,NA,2.0,1.0,44,0I1M0ETI5gHAHe2dwrdrlm,95.871,4.0,Black Pearl,0.793
44,Classics IV ,0.517,1969-05-24,0.331,Dennis Yost,brill building pop,7.0,0.0,45,5MGGKu2rrCSamCjETjeFkC,118.164,4.0,Everyday With You Girl,0.568
45,Solomon Burke,0.566,1969-05-24,0.245,none,christmas,7.0,1.0,46,13AUYiz7PWyjeWdJQW21wD,139.752,3.0,Proud Mary,0.328
46,Joe Tex,0.507,1969-05-24,0.431,none,northern soul,11.0,1.0,47,1V9jRNK8t5Y7k9zQ1H1Mw4,129.327,3.0,Buying A Book,0.824
47,Bill Deal,0.577,1969-05-24,0.758,The Rhondels,beach music,0.0,1.0,48,5hSSGFK7sMyimfCFyU4Sm3,131.554,4.0,I've Been Hurt,0.77
48,1910 Fruitgum Co.,0.823,1969-05-24,0.567,none,brill building pop,4.0,0.0,49,50k9ar599NAsKy1iNyHxF6,137.144,4.0,Special Delivery,0.963
49,Buchanan Brothers,2.0,1969-05-24,2.0,none,NA,2.0,2.0,50,NA,2.0,2.0,Medicine Man (Part I),2.0
50,The Vogues,0.147,1969-05-24,0.476,none,adult standards,5.0,1.0,51,43ZWwzN0JcubKSEu5amU9X,202.12,3.0,Earth Angel (Will You Be Mine),0.511
51,Creedence Clearwater Revival,0.772,1969-05-24,0.648,none,album rock,5.0,1.0,52,5Z6y2wK3TOdGNLxFmBJSdl,126.912,4.0,Lodi,0.906
52,Paul Revere,0.622,1969-05-24,0.831,The Raiders ,brill building pop,5.0,0.0,53,0P3VWX17bIzNPL9DaiRUne,142.762,4.0,Let Me,0.544
53,Bobby Goldsboro,0.587,1969-05-24,0.632,none,adult standards,0.0,1.0,54,2cPe9j3CxZH8svgtVpuJrA,99.287,4.0,I'm A Drifter,0.454
54,Johnnie Taylor,0.714,1969-05-24,0.458,none,classic soul,10.0,1.0,55,4SnHuaOOHCHrFfBiyKe0c0,114.894,4.0,Testify (I Wonna),0.859
55,Dionne Warwick,0.291,1969-05-24,0.226,none,adult standards,6.0,1.0,56,767SZ6IM7yXRmiu3NruknZ,152.782,4.0,The April Fools,0.126
56,The New Colony Six,2.0,1969-05-24,2.0,none,NA,2.0,2.0,57,NA,2.0,2.0,I Could Never Lie To You,2.0
57,The Hollies,0.635,1969-05-24,0.539,none,adult standards,0.0,1.0,58,27jPwjPD1ZAbEhfIt6uqhi,123.908,4.0,Sorry Suzanne,0.897
58,Steppenwolf,0.467,1969-05-24,0.7,none,album rock,9.0,1.0,59,0pzyXz7RlY6l4Uw37m106H,77.82,4.0,It's Never Too Late,0.489
59,O.C. Smith,0.498,1969-05-24,0.566,none,beach music,7.0,1.0,60,6jnGyjY75bSW6mlzqoxjxv,189.126,4.0,"Friend, Lover, Woman, Wife",0.896
60,The Rascals,0.463,1969-05-24,0.902,none,bubblegum pop,0.0,1.0,61,7BGuuzMvamvGsmTL0Cvx7i,116.685,4.0,See,0.661
61,The Brooklyn Bridge ,2.0,1969-05-24,2.0,Johnny Maestro,NA,2.0,2.0,62,NA,2.0,2.0,Welcome Me Love,2.0
62,Four Tops,0.554,1969-05-24,0.718,none,adult standards,11.0,1.0,63,0vvrl5WVLIS02b55kcJutR,113.714,4.0,What Is A Man,0.927
63,Vikki Carr,0.311,1969-05-24,0.268,none,adult standards,9.0,0.0,64,1R1z2tryTXZApOWozqOM6j,87.636,3.0,With Pen In Hand,0.306
64,Wilson Pickett,0.398,1969-05-24,0.709,none,adult standards,3.0,1.0,65,2U3J6weDBx3HdjQo7BbI47,156.868,4.0,Born To Be Wild,0.919
65,Sergio Mendes,0.621,1969-05-24,0.377,Brasil '66,bossa nova,5.0,1.0,66,264Iu7TFoRzdFpGcmFc884,122.105,4.0,Pretty World,0.885
66,The Box Tops,0.554,1969-05-24,0.187,none,brill building pop,4.0,1.0,67,7tcTieQGzBUU57vF1y45Kk,73.069,4.0,I Shall Be Released,0.43
67,Martha Reeves,0.718,1969-05-24,0.652,The Vandellas,brill building pop,1.0,1.0,68,2Gj1vc5Z4cX673brTMDe8W,116.764,4.0,(We've Got) Honey Love,0.649
