,artist,danceability,date,energy,featuring,genre,key,mode,rank,spotifyID,tempo,timesignature,track,valence
0,Michael Jackson,0.853,1987-10-31,0.981,none,pop,8.0,1.0,1,2bCQHF9gdG5BNDVuEIEnNk,118.193,4.0,Bad,0.595
1,Madonna,0.771,1987-10-31,0.749,none,dance pop,5.0,0.0,2,3sX3c6QUPSAiKf77RZRf5B,119.875,4.0,Causing A Commotion,0.854
2,Tiffany,0.755,1987-10-31,0.727,none,new wave pop,7.0,1.0,3,4uvjOKsp7mSjrDhWdkLPBY,130.511,4.0,I Think We're Alone Now,0.932
3,Billy Idol,0.701,1987-10-31,0.758,none,album rock,1.0,1.0,4,3GfGTJ2xzC0rqKgdjNJLOC,135.188,4.0,Mony Mony,0.344
4,Levert,0.71,1987-10-31,0.845,none,funk,4.0,0.0,5,1O7hDH3rrF8eyLxrpeoOfb,92.957,4.0,Casanova,0.802
5,Fleetwood Mac,0.64,1987-10-31,0.649,none,album rock,2.0,1.0,6,4CoSCPlKNrWli7E5kFtbcl,124.825,4.0,Little Lies,0.865
6,Expose,0.659,1987-10-31,0.754,none,freestyle,1.0,0.0,7,3t14IyH0Pwz1E7oMJZD1u5,105.409,4.0,Let Me Be The One,0.887
7,Prince,0.832,1987-10-31,0.453,none,funk,9.0,1.0,8,2X6okzhnNPSzh9yxDMHHe3,122.363,4.0,U Got The Look,0.783
8,Swing Out Sister,0.707,1987-10-31,0.557,none,new romantic,4.0,1.0,9,0Nkbz5ibaSGuyMce9qGMS0,113.196,4.0,Breakout,0.776
9,Bruce Springsteen,0.703,1987-10-31,0.726,none,heartland rock,9.0,1.0,10,0nqbZ17t9v52SCemAm1QP0,126.353,4.0,Brilliant Disguise,0.949
10,Pet Shop Boys,0.538,1987-10-31,0.864,none,art pop,0.0,0.0,11,6vYK729O29XnvQqPWyLPfe,127.127,4.0,It's A Sin,0.293
11,Bill Medley,0.7,1987-10-31,0.781,Jennifer Warnes,NA,6.0,0.0,12,4BFMQ15vXr626UOoZL8bUI,108.695,4.0,(I've Had) The Time Of My Life,0.385
12,Lisa Lisa And Cult Jam,0.722,1987-10-31,0.838,none,electro,0.0,1.0,13,0p2lB3tOc2DJGTUltBxjkv,119.736,4.0,Lost In Emotion,0.955
13,U2,0.495,1987-10-31,0.728,none,irish rock,2.0,1.0,14,4qgZs0RNjdzKAS22lP0QjY,125.81,4.0,Where The Streets Have No Name,0.218
14,Belinda Carlisle,0.637,1987-10-31,0.786,none,australian pop,4.0,1.0,15,58mFu3oIpBa0HLNeJIxsw3,122.872,4.0,Heaven Is A Place On Earth,0.804
15,Kenny G. (Vocal By Lenny Williams),2.0,1987-10-31,2.0,none,NA,2.0,2.0,16,NA,2.0,2.0,Don't Make Me Wait For Love,2.0
16,Richard Marx,0.548,1987-10-31,0.704,none,album rock,8.0,1.0,17,5j1zOOvkxxe4uZZ2Jgl8r4,169.119,4.0,Should've Known Better,0.682
17,The Cars,0.684,1987-10-31,0.79,none,album rock,7.0,1.0,18,4Dvfdhc0DnWUSKZgDe6opm,138.153,4.0,You Are The Girl,0.956
