,artist,danceability,date,energy,featuring,genre,key,mode,rank,spotifyID,tempo,timesignature,track,valence
0,The Black Eyed Peas,0.869,2009-04-25,0.851,none,dance pop,9.0,1.0,1,7xRNsqOQOgWbHV1nbXnfXN,130.09,4.0,Boom Boom Pow,0.395
1,Lady Gaga,0.846,2009-04-25,0.815,none,dance pop,4.0,1.0,2,0WfKDYeUAoLA3vdvLKKWMW,118.999,4.0,Poker Face,0.831
2,Flo Rida,0.72,2009-04-25,0.672,none,dance pop,7.0,1.0,3,3GpbwCm3YxiWDvy29Uo3vP,124.986,4.0,Right Round,0.705
3,Soulja Boy Tell 'em ,0.761,2009-04-25,0.724,Sammie,atl hip hop,7.0,1.0,4,2q4rjDy9WhaN3o9MvDbO21,149.936,4.0,Kiss Me Thru The Phone,0.815
4,Jamie Foxx ,0.673,2009-04-25,0.614,T-Pain,dance pop,7.0,1.0,5,08uGhvS5MfBk7crUCpnjva,176.052,4.0,Blame It,0.362
5,T.I. ,0.713,2009-04-25,0.746,Justin Timberlake,atl hip hop,0.0,1.0,6,7IhsLJMqdxoo7YAZjaSMru,135.021,4.0,Dead And Gone,0.47
6,Kid Cudi,0.878,2009-04-25,0.446,none,hip hop,11.0,0.0,7,5FEXPoPnzueFJQCPRIrC3c,138.035,4.0,Day 'N' Nite,0.805
7,Miley Cyrus,0.327,2009-04-25,0.588,none,dance pop,4.0,1.0,8,0V8FYVlBFuXXTIvRnMbZyS,161.074,4.0,The Climb,0.329
8,The Fray,0.338,2009-04-25,0.803,none,modern rock,8.0,0.0,9,4IoYz8XqqdowINzfRrFnhi,151.994,4.0,You Found Me,0.4
9,The All-American Rejects,0.714,2009-04-25,0.725,none,modern rock,4.0,1.0,10,6ihL9TjfRjadfEePzXXyVF,99.988,4.0,Gives You Hell,0.59
10,Kelly Clarkson,0.526,2009-04-25,0.882,none,dance pop,9.0,1.0,11,4Dm32oO01YpIubCHaAtKkN,144.982,4.0,My Life Would Suck Without You,0.424
11,Lady Gaga ,0.822,2009-04-25,0.753,Colby O'Donis,dance pop,1.0,0.0,12,6HkjpGIOHv4y0IBAxUbE5z,118.982,4.0,Just Dance,0.709
12,Beyonce,0.508,2009-04-25,0.72,none,dance pop,11.0,0.0,13,4JehYebiI9JE8sR8MisGVb,79.983,4.0,Halo,0.472
13,Taylor Swift,0.618,2009-04-25,0.741,none,dance pop,2.0,1.0,14,1vrd6UOGamcKNGnSHJQlSt,118.984,4.0,Love Story,0.296
14,Keri Hilson ,0.67,2009-04-25,0.582,Lil Wayne,dance pop,1.0,1.0,15,1jEtDqwYCKpR0mlrMrrITx,159.937,4.0,Turnin Me On,0.0942
15,Ciara ,0.893,2009-04-25,0.665,Justin Timberlake,dance pop,1.0,1.0,16,7xdmTEHRbgQuLR8KpRLLnn,107.029,4.0,Love Sex Magic,0.874
16,Flo Rida ,0.738,2009-04-25,0.868,Wynter,dance pop,1.0,1.0,17,4shgvM4ClrZeDiflNJwlGd,130.003,4.0,Sugar,0.199
17,Asher Roth,0.708,2009-04-25,0.815,none,indie pop rap,8.0,1.0,18,1akgiRM3mN2nxu2AX6ACCW,86.493,4.0,I Love College,0.657
18,Kanye West,0.789,2009-04-25,0.65,none,pop rap,10.0,0.0,19,4EWCNWgDS8707fNSZ1oaA5,87.983,4.0,Heartless,0.617
19,Ne-Yo,0.727,2009-04-25,0.649,none,dance pop,0.0,1.0,20,6Hn9Uc1mMNfqChXU3txNke,129.992,4.0,Mad,0.669
20,Britney Spears,0.717,2009-04-25,0.587,none,dance pop,4.0,0.0,21,2hdy9Wt9qp7M7d0U3ossu2,129.954,4.0,If U Seek Amy,0.544
21,Shinedown,0.46,2009-04-25,0.796,none,alternative metal,0.0,0.0,22,0CwYG1UnRmOx8Q1EzElCIL,100.011,4.0,Second Chance,0.182
22,P!nk,0.609,2009-04-25,0.791,none,dance pop,6.0,1.0,23,56elgHuzFP2aqqA0rUjRj1,90.948,4.0,Sober,0.395
23,Akon ,0.739,2009-04-25,0.938,Colby O'Donis,dance pop,0.0,0.0,24,7rv0UuxMX7CpUUwEE1jVrd,130.018,4.0,Beautiful,0.655
24,3OH!3,0.791,2009-04-25,0.713,none,dance pop,5.0,0.0,25,5jzX4dWVQeBTtfBaXnMRt5,130.012,4.0,Don't Trust Me,0.514
25,Jason Mraz,0.686,2009-04-25,0.457,none,acoustic pop,11.0,1.0,26,1EzrEOXmMH3G43AXT1y7pA,150.953,4.0,I'm Yours,0.718
26,Pitbull,0.817,2009-04-25,0.733,none,dance pop,2.0,1.0,27,13plQdOoWSSXPRUSZc5FuM,127.056,4.0,I Know You Want Me (Calle Ocho),0.833
27,Miley Cyrus,0.738,2009-04-25,0.804,none,dance pop,10.0,0.0,28,6ntkwU1MhehTKgx4BWxX3f,109.045,4.0,Hoedown Throwdown,0.791
28,Carrie Underwood ,0.393,2009-04-25,0.552,Randy Travis,contemporary country,8.0,1.0,29,4W3QcMXjWVYEiNe4khtNUF,147.515,4.0,I Told You So,0.217
29,Jesse McCartney ,0.749,2009-04-25,0.872,Ludacris,dance pop,8.0,1.0,30,3jkdQNkDTxxXtjSO4l0o1H,105.994,4.0,How Do You Sleep?,0.536
30,Britney Spears,0.724,2009-04-25,0.695,none,dance pop,11.0,1.0,31,4fixebDZAVToLbUCuEloa2,139.0,4.0,Circus,0.235
31,The-Dream,0.674,2009-04-25,0.612,none,dance pop,8.0,1.0,32,3oJJ1dQBxiFYGMQSe2SluG,77.995,4.0,Rockin' That Thang,0.662
32,Rascal Flatts,0.425,2009-04-25,0.596,none,contemporary country,2.0,1.0,33,5YSW99IUAIiAj243jF7PBO,145.977,4.0,Here Comes Goodbye,0.214
33,Jason Aldean,0.553,2009-04-25,0.872,none,contemporary country,1.0,0.0,34,0PspNrE4MSjr1JeB4OW0jn,172.138,4.0,She's Country,0.638
34,Plain White T's,0.458,2009-04-25,0.55,none,neo mellow,2.0,1.0,35,5VWmMZCfJ4yVkJw9ZLFXej,90.56,4.0,"1, 2, 3, 4",0.56
35,Soulja Boy Tell'em,2.0,2009-04-25,2.0,none,NA,2.0,2.0,36,NA,2.0,2.0,Turn My Swag On,2.0
36,Kevin Rudolf ,0.607,2009-04-25,0.781,Lil Wayne,dance pop,7.0,1.0,37,6TrNRd98WksT9Kkmx9uj6R,113.183,4.0,Let It Rock,0.482
37,Taylor Swift,0.452,2009-04-25,0.544,none,dance pop,4.0,1.0,38,5vyxXfD5gLlyPxGZMEjtmd,133.042,3.0,Crazier,0.158
38,A R Rahman,2.0,2009-04-25,2.0,The Pussycat Dolls ,NA,2.0,2.0,39,NA,2.0,2.0,Jai Ho! (You Are My Destiny),2.0
39,Katy Perry,0.706,2009-04-25,0.841,none,dance pop,7.0,1.0,40,1y4eb6hmAvsqlDOl3fx9kk,132.032,4.0,Hot N Cold,0.861
40,Demi Lovato,0.607,2009-04-25,0.437,none,dance pop,4.0,1.0,41,4He7bzKBaiu7CRz4wGkZzx,180.048,4.0,Don't Forget,0.619
41,"Eminem, Dr. Dre",0.674,2009-04-25,0.879,50 Cent,detroit hip hop,6.0,0.0,42,4dK00wCxlqWEeN8BoM1BHT,84.08,4.0,Crack A Bottle,0.403
42,Coldplay,0.485,2009-04-25,0.619,none,permanent wave,5.0,0.0,43,1mea3bSkSGXuIRvnydlB5b,138.017,4.0,Viva La Vida,0.416
43,Taylor Swift,0.578,2009-04-25,0.34,none,dance pop,0.0,1.0,44,6wn61Fzx9XMxQmieLpoIhW,92.702,4.0,White Horse,0.223
44,Sugarland,0.635,2009-04-25,0.742,none,contemporary country,8.0,1.0,45,1I66zFfRohnb8kwJV3vrV4,89.974,4.0,It Happens,0.725
45,Keri Hilson ,0.593,2009-04-25,0.883,Kanye West,dance pop,8.0,1.0,46,58FUwmyGUqkt53YPUcm7cJ,155.171,4.0,Knock You Down,0.671
46,Beyonce,0.426,2009-04-25,0.584,none,dance pop,1.0,1.0,47,5R9a4t5t5O0IsznsrKPVro,193.437,4.0,Single Ladies (Put A Ring On It),0.272
47,Maino ,0.374,2009-04-25,0.888,T-Pain,dirty south rap,8.0,1.0,48,1z667LebVh3DtYNrVJEao0,148.828,4.0,All The Above,0.365
48,Rodney Atkins,0.612,2009-04-25,0.791,none,contemporary country,6.0,1.0,49,5zGqTc1WQUe8XqqdnrpKTV,133.977,4.0,It's America,0.786
49,Kellie Pickler,0.649,2009-04-25,0.862,none,contemporary country,9.0,1.0,50,16jvUOIQ2P54P0bNN4rAdv,127.939,4.0,Best Days Of Your Life,0.538
50,The Pussycat Dolls,0.746,2009-04-25,0.61,none,australian pop,5.0,1.0,51,4mYd9FQyU5eekDJyVeIRgS,111.567,4.0,I Hate This Part,0.529
51,Yung L.A. ,0.665,2009-04-25,0.826,Young Dro,atl hip hop,11.0,1.0,52,6cnufgF6qLJGZT2PRFZBr1,77.504,4.0,Ain't I,0.541
52,The Ting Tings,0.755,2009-04-25,0.901,none,alternative dance,9.0,1.0,53,2DNdEpV9UnsYjL6w1Dp1aS,145.042,4.0,That's Not My Name,0.959
53,Brad Paisley,0.493,2009-04-25,0.643,none,contemporary country,0.0,1.0,54,3XKbdb9GB6u3hsnUklQTav,144.717,4.0,Then,0.3
54,Lady Antebellum,0.656,2009-04-25,0.786,none,contemporary country,3.0,1.0,55,2YVCkTYJpv5jelYrHYoEG8,113.963,4.0,I Run To You,0.378
55,Bow Wow ,0.676,2009-04-25,0.759,Johnta Austin,dance pop,11.0,0.0,56,2r8JyfxLyQg3IhnxKro4j8,177.824,4.0,You Can Get It All,0.697
56,The White Tie Affair,0.557,2009-04-25,0.874,none,alternative pop rock,0.0,1.0,57,7L2njnxdaRRvDMNLuP1ZcD,139.002,3.0,Candle (Sick And Tired),0.396
57,Darius Rucker,0.584,2009-04-25,0.524,none,contemporary country,4.0,1.0,58,4gzeYkzuzxuzAUTsGcdjqA,143.863,4.0,It Won't Be Like This For Long,0.389
58,Jason Mraz,0.623,2009-04-25,0.417,Colbie Caillat,acoustic pop,0.0,1.0,59,0IktbUcnAGrvD03AWnz3Q8,130.032,4.0,Lucky,0.721
59,Jake Owen,0.435,2009-04-25,0.558,none,canadian contemporary country,10.0,1.0,60,1SoP2zC2ttcI2zjuRsQ5xx,115.742,3.0,Don't Think I Can't Love You,0.203
60,Keith Urban,0.653,2009-04-25,0.786,none,australian country,2.0,1.0,61,4DyKZmONpoggnn3piyjad2,120.992,4.0,Kiss A Girl,0.477
61,Beyonce,0.875,2009-04-25,0.551,none,dance pop,6.0,0.0,62,5Ssv6DaKrW0HczVqx6zXdl,146.092,4.0,Diva,0.861
62,Kings Of Leon,0.276,2009-04-25,0.715,none,garage rock,0.0,1.0,63,5VGlqQANWDKJFl0MBG3sg2,137.028,4.0,Use Somebody,0.173
63,GS Boyz,0.761,2009-04-25,0.704,none,dirty south rap,11.0,0.0,64,73GD9DI2EBRSi2l57wyh3Z,154.007,4.0,Stanky Legg,0.738
