,artist,danceability,date,energy,featuring,genre,key,mode,rank,spotifyID,tempo,timesignature,track,valence
0,Rod Stewart,0.55,1976-12-04,0.514,none,adult standards,11.0,1.0,1,10LRRKPmx8uHcSxLVWK0ct,136.542,3.0,Tonight's The Night (Gonna Be Alright),0.724
1,The Spinners,0.81,1976-12-04,0.536,none,classic soul,10.0,1.0,2,4Q5HmyNvQHlfylzGY7V3Wr,97.311,4.0,The Rubberband Man,0.957
2,Bee Gees,0.577,1976-12-04,0.409,none,disco,4.0,1.0,3,2rVxsVGLFssDfM5B9BUL0K,80.977,4.0,Love So Right,0.492
3,Captain,0.391,1976-12-04,0.257,Tennille,adult standards,9.0,1.0,4,3NRiJ7XFMALvrXXB1oRBFO,205.301,4.0,Muskrat Love,0.235
4,Gordon Lightfoot,0.308,1976-12-04,0.376,none,album rock,4.0,1.0,5,536L9C0N7vhYdibCJx3cI2,186.047,3.0,The Wreck Of The Edmund Fitzgerald,0.158
5,Marilyn McCoo,0.475,1976-12-04,0.556,"Billy Davis, Jr.",NA,6.0,0.0,6,2JurHS80N98Yt3CdIBYz9M,200.033,4.0,You Don't Have To Be A Star (To Be In My Show),0.917
6,KISS,2.0,1976-12-04,2.0,none,NA,2.0,2.0,7,NA,2.0,2.0,Beth/Detroit Rock City,2.0
7,Boston,0.377,1976-12-04,0.682,none,album rock,7.0,1.0,8,1QEEqeFIZktqIpPI4jSVSF,108.736,4.0,More Than A Feeling,0.288
8,"Barry DeVorzon and Perry Botkin, Jr.",2.0,1976-12-04,2.0,none,NA,2.0,2.0,9,NA,2.0,2.0,Nadia's Theme (The Young And The Restless),2.0
9,Firefall,0.753,1976-12-04,0.469,none,album rock,2.0,1.0,10,4iiLzvbh0bXMnomiB6DIuk,120.918,4.0,You Are The Woman,0.838
10,England Dan,0.543,1976-12-04,0.442,John Ford Coley,adult standards,4.0,1.0,11,5AcmDHW8YnIR7k5wD8e3L5,84.321,4.0,Nights Are Forever Without You,0.365
11,Leo Sayer,0.728,1976-12-04,0.718,none,adult standards,8.0,0.0,12,6gTrbqZnyljwXdYQTyBkSx,95.922,4.0,You Make Me Feel Like Dancing,0.733
12,Rick Dees,2.0,1976-12-04,2.0,His Cast Of Idiots,NA,2.0,2.0,13,NA,2.0,2.0,Disco Duck (Part I),2.0
13,Commodores,0.43,1976-12-04,0.422,none,adult standards,0.0,1.0,14,3LtqEA7xhg4oAX8GpmmmGk,95.28,3.0,Just To Be Close To You,0.3
14,Elton John,0.419,1976-12-04,0.222,none,glam rock,7.0,0.0,15,4eP6oyNbAJcViaiHtPsOCh,127.718,4.0,Sorry Seems To Be The Hardest Word,0.12
15,Alice Cooper,0.553,1976-12-04,0.284,none,album rock,0.0,1.0,16,7y5mfSJLUmPYmrI5hcCWnT,136.112,4.0,I Never Cry,0.374
16,The Ritchie Family,0.53,1976-12-04,0.936,none,deep disco,8.0,1.0,17,79eNiy8GqOx646aVCNtPd1,120.955,4.0,The Best Disco In Town,0.658
17,Burton Cummings,0.463,1976-12-04,0.396,none,classic canadian rock,7.0,1.0,18,14IKLtPlsqWL077svIJYey,80.753,4.0,Stand Tall,0.365
