,artist,danceability,date,energy,featuring,genre,key,mode,rank,spotifyID,tempo,timesignature,track,valence
0,Jimmy Gilmer And The Fireballs,0.792,1963-10-19,0.804,none,NA,7.0,1.0,1,2nLLenueHlqs60IcDn9lan,132.852,4.0,Sugar Shack,0.879
1,The Ronettes,0.511,1963-10-19,0.769,none,adult standards,4.0,1.0,2,2G2YzndIA6jeWFPBXhUjh5,129.657,4.0,Be My Baby,0.818
2,Bobby Vinton,0.376,1963-10-19,0.246,none,adult standards,10.0,1.0,3,4QelFzhVgLomeQhvKrwM1S,80.167,1.0,Blue Velvet,0.282
3,Ray Charles and his Orchestra,2.0,1963-10-19,2.0,none,NA,2.0,2.0,4,NA,2.0,2.0,Busted,2.0
4,Garnet Mimms,0.48,1963-10-19,0.405,The Enchanters,southern soul,10.0,1.0,5,6BiQOxPWVZvum3BZ2Bd4a7,152.646,3.0,Cry Baby,0.668
5,The Jaynetts,0.694,1963-10-19,0.453,none,classic girl group,2.0,1.0,6,31s2mbxcx4LX1EtZg1fUvA,146.6,4.0,"Sally, Go 'round The Roses",0.457
6,Roy Orbison,0.303,1963-10-19,0.793,none,adult standards,9.0,1.0,7,3hOGSSOLRb2rg3XOPpD8mN,165.61,4.0,Mean Woman Blues,0.732
7,Dion (Di Muci),2.0,1963-10-19,2.0,none,NA,2.0,2.0,8,NA,2.0,2.0,Donna The Prima Donna,2.0
8,Nino Tempo,0.507,1963-10-19,0.32,April Stevens,NA,5.0,1.0,9,5kJez8nvgq0HqhWy3UTQFx,130.565,3.0,Deep Purple,0.575
9,"Peter, Paul",0.437,1963-10-19,0.104,Mary,american folk revival,3.0,1.0,10,7IsXXgpowAB48crGjV1oGb,101.718,4.0,"Don't Think Twice, It's All Right",0.544
10,Jan,0.512,1963-10-19,0.813,Dean,adult standards,3.0,1.0,11,5stfCnP5f0oXkCUYRLGMI8,153.751,4.0,Honolulu Lulu,0.9
11,Skeeter Davis,0.552,1963-10-19,0.666,none,brill building pop,1.0,1.0,12,0ijOfCj9PHvhnrX6WXrQns,120.292,4.0,I Can't Stay Mad At You,0.914
12,Nat King Cole,0.249,1963-10-19,0.46,none,adult standards,1.0,1.0,13,3SWIQx1j5erTiT9IXcaRNH,82.495,4.0,"That Sunday, That Summer",0.462
13,Rick Nelson,2.0,1963-10-19,2.0,none,NA,2.0,2.0,14,NA,2.0,2.0,Fools Rush In,2.0
14,The Angels,0.679,1963-10-19,0.871,none,australian rock,3.0,1.0,15,5NiFSI8iIDtVm1NCwdYrHS,135.111,4.0,My Boyfriend's Back,0.964
15,Sunny,0.377,1963-10-19,0.523,The Sunglows,classic soul,7.0,1.0,16,5JHwqC86I4RA1cPEBEJRDz,121.164,3.0,Talk To Me,0.55
16,The Village Stompers,0.801,1963-10-19,0.301,none,NA,4.0,0.0,17,2JwLfiU13mnYuiqcqriOLl,119.916,4.0,Washington Square,0.769
17,Martha,0.624,1963-10-19,0.61,The Vandellas,brill building pop,0.0,0.0,18,3VgrSJEKBRT3xmwzpaxxEF,82.65,4.0,Heat Wave,0.759
18,The Crystals,0.44,1963-10-19,0.682,none,adult standards,4.0,1.0,19,5usNPz6U1acDrkUYekGYDY,135.917,4.0,Then He Kissed Me,0.626
19,The Beach Boys,0.522,1963-10-19,0.37,none,brill building pop,2.0,1.0,20,1AJ5F0FMTC3yFU3ocjy1gE,105.826,3.0,Surfer Girl,0.653
20,Los Indios Tabajaras,0.665,1963-10-19,0.0989,none,easy listening,11.0,1.0,21,3ygHAK1w3qP4wp83KXUiiu,83.605,4.0,Maria Elena,0.591
21,Little Johnny Taylor,0.467,1963-10-19,0.712,none,soul blues,5.0,1.0,22,6mt8GPZpoucW99UEfyA9pc,172.365,4.0,Part Time Love,0.833
22,The Miracles,0.694,1963-10-19,0.873,none,adult standards,2.0,0.0,23,28ODIjaThE6hBOUAAl7y3W,93.216,4.0,Mickey's Monkey,0.729
23,The Impressions,0.549,1963-10-19,0.423,none,brill building pop,1.0,1.0,24,1PkoLMoX7j5ZVC0bnKhUY8,108.318,4.0,It's All Right,0.749
24,The Drifters,0.597,1963-10-19,0.384,none,adult standards,7.0,1.0,25,2eFTEkvuCiR0KsgUbo9WqM,140.927,4.0,I'll Take You Home,0.965
25,Little Peggy March,2.0,1963-10-19,2.0,none,NA,2.0,2.0,26,NA,2.0,2.0,"Hello Heartache, Goodbye Love",2.0
26,The Tymes,0.542,1963-10-19,0.39,none,brill building pop,10.0,1.0,27,7MKw6Ymv5XMwCfOvCLyl77,70.231,4.0,Wonderful! Wonderful!,0.493
27,The Orlons,0.5,1963-10-19,0.735,none,brill building pop,8.0,0.0,28,6lm13mBDuaClSuzT8YOEd5,173.694,4.0,Cross Fire!,0.786
28,Roy Orbison,0.53,1963-10-19,0.26,none,adult standards,5.0,1.0,29,26p6GNIQfv9koDVD4rTouu,117.861,4.0,Blue Bayou,0.805
